x_value,total_1,total_2 
9144,10227,5283
9145,10226,5280
9146,10228,5280
9147,10222,5279
9148,10226,5275
9149,10233,5277
9150,10232,5282
9151,10239,5287
9152,10240,5293
9153,10248,5299
9154,10254,5301
9155,10258,5306
9156,10254,5301
9157,10252,5302
9158,10260,5308
9159,10266,5303
9160,10262,5301
9161,10262,5306
9162,10257,5306
9163,10262,5309
9164,10258,5307
9165,10262,5313
9166,10260,5316
9167,10257,5314
9168,10254,5320
9169,10257,5324
9170,10253,5319
9171,10248,5322
9172,10243,5327
9173,10239,5329
9174,10237,5329
9175,10244,5325
9176,10252,5324
9177,10246,5322
9178,10240,5327
9179,10234,5327
9180,10229,5332
9181,10227,5330
9182,10234,5331
9183,10242,5329
9184,10243,5333
9185,10243,5338
9186,10238,5337
9187,10244,5343
9188,10242,5344
9189,10246,5348
9190,10252,5345
9191,10252,5347
9192,10251,5342
9193,10249,5342
9194,10243,5345
9195,10241,5341
9196,10245,5346
9197,10242,5350
9198,10243,5346
9199,10242,5346
9200,10246,5348
9201,10249,5353
9202,10244,5352
9203,10240,5347
9204,10241,5346
9205,10248,5349
9206,10243,5346
9207,10244,5342
9208,10247,5341
9209,10247,5336
9210,10242,5334
9211,10247,5340
9212,10248,5338
9213,10256,5335
9214,10255,5333
9215,10261,5335
9216,10257,5335
9217,10261,5339
9218,10264,5344
9219,10269,5345
9220,10276,5346
9221,10276,5351
9222,10282,5357
9223,10287,5358
9224,10292,5362
9225,10296,5361
9226,10301,5360
9227,10295,5361
9228,10301,5358
9229,10301,5360
9230,10297,5360
9231,10304,5357
9232,10311,5359
9233,10309,5362
9234,10311,5357
9235,10308,5359
9236,10316,5356
9237,10315,5361
9238,10320,5364
9239,10315,5366
9240,10318,5361
9241,10321,5367
9242,10323,5370
9243,10326,5376
9244,10328,5376
9245,10334,5372
9246,10330,5378
9247,10328,5381
9248,10335,5382
9249,10343,5381
9250,10346,5376
9251,10351,5380
9252,10358,5375
9253,10357,5376
9254,10351,5379
9255,10348,5384
9256,10353,5385
9257,10359,5386
9258,10364,5387
9259,10365,5382
9260,10370,5380
9261,10376,5378
9262,10384,5380
9263,10381,5384
9264,10384,5389
9265,10389,5385
9266,10389,5389
9267,10386,5388
9268,10389,5392
9269,10396,5395
9270,10392,5400
9271,10400,5403
9272,10399,5400
9273,10404,5404
9274,10406,5410
9275,10407,5409
9276,10401,5407
9277,10397,5407
9278,10394,5403
9279,10394,5400
9280,10388,5403
9281,10387,5398
9282,10382,5396
9283,10378,5399
9284,10380,5396
9285,10376,5394
9286,10376,5394
9287,10382,5398
9288,10387,5397
9289,10385,5403
9290,10381,5409
9291,10378,5413
9292,10383,5415
9293,10382,5410
9294,10382,5415
9295,10389,5417
9296,10384,5423
9297,10392,5421
9298,10398,5416
9299,10404,5418
9300,10402,5422
9301,10399,5417
9302,10404,5423
9303,10411,5420
9304,10406,5418
9305,10406,5422
9306,10401,5427
9307,10396,5423
9308,10398,5423
9309,10395,5429
9310,10389,5435
9311,10383,5437
9312,10377,5432
9313,10377,5436
9314,10372,5441
9315,10376,5444
9316,10374,5444
9317,10373,5442
9318,10374,5438
9319,10373,5436
9320,10380,5436
9321,10384,5440
9322,10384,5436
9323,10390,5442
9324,10398,5438
9325,10393,5441
9326,10395,5441
9327,10395,5437
9328,10391,5437
9329,10385,5437
9330,10386,5442
9331,10387,5444
9332,10395,5440
9333,10397,5444
9334,10391,5447
9335,10385,5442
9336,10392,5444
9337,10392,5449
9338,10393,5454
9339,10399,5459
9340,10402,5454
9341,10403,5449
9342,10398,5450
9343,10401,5449
9344,10397,5444
9345,10398,5449
9346,10403,5454
9347,10405,5456
9348,10403,5452
9349,10397,5449
9350,10393,5452
9351,10392,5458
9352,10387,5457
9353,10383,5460
9354,10387,5463
9355,10381,5466
9356,10386,5461
9357,10391,5456
9358,10392,5460
9359,10394,5459
9360,10401,5456
9361,10395,5457
9362,10398,5452
9363,10403,5450
9364,10403,5448
9365,10397,5449
9366,10396,5455
9367,10393,5450
9368,10398,5449
9369,10398,5446
9370,10403,5442
9371,10407,5439
9372,10410,5442
9373,10405,5448
9374,10404,5448
9375,10400,5446
9376,10395,5451
9377,10393,5457
9378,10389,5456
9379,10396,5462
9380,10394,5462
9381,10390,5468
9382,10390,5467
9383,10391,5464
9384,10389,5466
9385,10397,5466
9386,10395,5466
9387,10400,5462
9388,10401,5468
9389,10403,5468
9390,10404,5468
9391,10402,5469
9392,10398,5474
9393,10395,5479
9394,10392,5474
9395,10400,5476
9396,10401,5475
9397,10397,5480
9398,10402,5482
9399,10400,5485
9400,10403,5481
9401,10403,5479
9402,10398,5476
9403,10396,5477
9404,10400,5482
9405,10405,5477
9406,10404,5481
9407,10401,5483
9408,10406,5483
9409,10404,5479
9410,10412,5478
9411,10416,5476
9412,10412,5479
9413,10409,5483
9414,10404,5485
9415,10399,5488
9416,10402,5486
9417,10397,5489
9418,10403,5489
9419,10397,5495
9420,10400,5494
9421,10397,5490
9422,10399,5486
9423,10398,5484
9424,10395,5483
9425,10391,5487
9426,10397,5482
9427,10398,5477
9428,10394,5472
9429,10391,5471
9430,10386,5472
9431,10387,5472
9432,10387,5467
9433,10383,5472
9434,10382,5470
9435,10378,5474
9436,10386,5480
9437,10389,5475
9438,10393,5470
9439,10394,5467
9440,10393,5463
9441,10396,5460
9442,10393,5464
9443,10393,5461
9444,10396,5464
9445,10403,5463
9446,10409,5469
9447,10414,5475
9448,10414,5479
9449,10410,5484
9450,10411,5482
9451,10411,5479
9452,10415,5479
9453,10418,5480
9454,10414,5485
9455,10416,5489
9456,10410,5490
9457,10408,5492
9458,10409,5490
9459,10409,5489
9460,10408,5484
9461,10405,5479
9462,10406,5478
9463,10404,5474
9464,10407,5475
9465,10402,5477
9466,10401,5473
9467,10406,5477
9468,10412,5479
9469,10418,5477
9470,10413,5476
9471,10421,5482
9472,10419,5482
9473,10420,5484
9474,10425,5490
9475,10429,5494
9476,10429,5493
9477,10429,5488
9478,10437,5486
9479,10442,5490
9480,10444,5486
9481,10442,5489
9482,10449,5486
9483,10457,5489
9484,10451,5488
9485,10452,5486
9486,10455,5490
9487,10456,5490
9488,10459,5496
9489,10467,5502
9490,10465,5506
9491,10465,5508
9492,10463,5510
9493,10469,5509
9494,10468,5509
9495,10468,5515
9496,10470,5521
9497,10468,5525
9498,10473,5523
9499,10478,5520
9500,10485,5518
9501,10493,5518
9502,10495,5524
9503,10490,5524
9504,10489,5524
9505,10485,5528
9506,10479,5524
9507,10476,5526
9508,10471,5528
9509,10471,5534
9510,10466,5537
9511,10471,5539
9512,10473,5545
9513,10480,5540
9514,10487,5538
9515,10484,5534
9516,10484,5533
9517,10484,5538
9518,10482,5543
9519,10490,5544
9520,10486,5544
9521,10489,5545
9522,10496,5550
9523,10492,5556
9524,10493,5551
9525,10493,5552
9526,10501,5552
9527,10503,5555
9528,10500,5552
9529,10507,5550
9530,10511,5553
9531,10513,5551
9532,10510,5555
9533,10505,5561
9534,10510,5567
9535,10517,5569
9536,10523,5573
9537,10529,5577
9538,10529,5575
9539,10533,5577
9540,10538,5576
9541,10535,5576
9542,10536,5581
9543,10541,5576
9544,10536,5581
9545,10544,5587
9546,10547,5584
9547,10544,5587
9548,10552,5588
9549,10550,5584
9550,10556,5584
9551,10557,5583
9552,10556,5580
9553,10553,5576
9554,10561,5574
9555,10566,5579
9556,10572,5582
9557,10572,5588
9558,10570,5583
9559,10570,5581
9560,10574,5583
9561,10570,5580
9562,10578,5584
9563,10573,5588
9564,10581,5584
9565,10588,5579
9566,10595,5577
9567,10593,5580
9568,10599,5580
9569,10602,5578
9570,10604,5573
9571,10599,5579
9572,10603,5575
9573,10609,5575
9574,10608,5572
9575,10613,5567
9576,10615,5572
9577,10611,5568
9578,10609,5566
9579,10613,5565
9580,10608,5564
9581,10613,5562
9582,10617,5561
9583,10615,5565
9584,10623,5561
9585,10617,5559
9586,10612,5554
9587,10609,5550
9588,10612,5556
9589,10615,5556
9590,10612,5559
9591,10612,5563
9592,10615,5569
9593,10613,5568
9594,10608,5563
9595,10613,5567
9596,10608,5571
9597,10609,5575
9598,10611,5574
9599,10615,5574
9600,10619,5575
9601,10618,5580
9602,10613,5580
9603,10612,5583
9604,10618,5580
9605,10617,5580
9606,10612,5575
9607,10620,5578
9608,10621,5583
9609,10619,5582
9610,10617,5585
9611,10614,5590
9612,10608,5592
9613,10606,5588
9614,10601,5584
9615,10603,5583
9616,10608,5588
9617,10613,5585
9618,10618,5583
9619,10612,5585
9620,10609,5588
9621,10603,5592
9622,10603,5594
9623,10607,5597
9624,10613,5598
9625,10616,5604
9626,10619,5599
9627,10623,5600
9628,10625,5603
9629,10619,5607
9630,10616,5612
9631,10617,5608
9632,10622,5614
9633,10628,5614
9634,10626,5614
9635,10626,5610
9636,10625,5611
9637,10631,5613
9638,10638,5615
9639,10632,5621
9640,10626,5621
9641,10624,5626
9642,10626,5626
9643,10624,5630
9644,10631,5629
9645,10639,5625
9646,10635,5628
9647,10632,5630
9648,10638,5625
9649,10643,5624
9650,10651,5624
9651,10656,5620
9652,10651,5625
9653,10651,5621
9654,10656,5619
9655,10656,5624
9656,10653,5620
9657,10651,5625
9658,10651,5629
9659,10651,5630
9660,10648,5629
9661,10654,5634
9662,10652,5632
9663,10652,5635
9664,10653,5637
9665,10647,5640
9666,10653,5643
9667,10658,5639
9668,10664,5644
9669,10667,5647
9670,10665,5653
9671,10662,5652
9672,10666,5652
9673,10665,5656
9674,10664,5654
9675,10663,5660
9676,10667,5664
9677,10672,5659
9678,10673,5658
9679,10673,5656
9680,10672,5657
9681,10676,5661
9682,10672,5666
9683,10674,5669
9684,10668,5668
9685,10676,5669
9686,10681,5664
9687,10686,5659
9688,10692,5661
9689,10686,5667
9690,10694,5669
9691,10690,5670
9692,10690,5665
9693,10684,5661
9694,10685,5663
9695,10681,5666
9696,10683,5670
9697,10690,5669
9698,10698,5675
9699,10698,5672
9700,10703,5676
9701,10699,5678
9702,10703,5677
9703,10703,5674
9704,10707,5676
9705,10715,5678
9706,10712,5677
9707,10706,5673
9708,10713,5679
9709,10709,5681
9710,10704,5686
9711,10702,5685
9712,10709,5680
9713,10710,5677
9714,10718,5682
9715,10723,5680
9716,10724,5682
9717,10731,5684
9718,10728,5690
9719,10735,5691
9720,10732,5689
9721,10739,5693
9722,10737,5697
9723,10733,5695
9724,10739,5699
9725,10738,5696
9726,10734,5697
9727,10730,5703
9728,10733,5708
9729,10731,5707
9730,10726,5706
9731,10734,5704
9732,10741,5706
9733,10749,5706
9734,10745,5712
9735,10741,5714
9736,10736,5719
9737,10737,5721
9738,10742,5719
9739,10747,5717
9740,10745,5716
9741,10752,5717
9742,10757,5718
9743,10765,5724
9744,10763,5730
9745,10758,5731
9746,10758,5733
9747,10765,5734
9748,10765,5740
9749,10768,5745
9750,10773,5743
9751,10770,5748
9752,10767,5753
9753,10772,5753
9754,10776,5749
9755,10779,5752
9756,10784,5747
9757,10779,5747
9758,10784,5751
9759,10785,5755
9760,10792,5754
9761,10791,5752
9762,10794,5752
9763,10797,5753
9764,10792,5756
9765,10794,5753
9766,10802,5754
9767,10807,5754
9768,10802,5760
9769,10803,5764
9770,10797,5759
9771,10800,5763
9772,10795,5768
9773,10802,5766
9774,10805,5766
9775,10804,5771
9776,10807,5773
9777,10803,5778
9778,10800,5776
9779,10799,5775
9780,10802,5773
9781,10803,5774
9782,10801,5771
9783,10807,5769
9784,10804,5767
9785,10808,5766
9786,10808,5772
9787,10804,5772
9788,10802,5770
9789,10804,5769
9790,10804,5766
9791,10799,5766
9792,10799,5764
9793,10807,5760
9794,10812,5761
9795,10814,5765
9796,10821,5768
9797,10820,5765
9798,10817,5761
9799,10818,5761
9800,10817,5756
9801,10821,5758
9802,10816,5762
9803,10815,5760
9804,10817,5762
9805,10825,5767
9806,10824,5767
9807,10831,5769
9808,10826,5769
9809,10832,5775
9810,10838,5778
9811,10846,5783
9812,10849,5786
9813,10855,5782
9814,10850,5786
9815,10851,5785
9816,10858,5785
9817,10866,5787
9818,10871,5783
9819,10871,5783
9820,10877,5783
9821,10881,5778
9822,10880,5775
9823,10884,5781
9824,10878,5777
9825,10879,5777
9826,10881,5781
9827,10880,5777
9828,10888,5775
9829,10896,5778
9830,10904,5773
9831,10912,5779
9832,10919,5785
9833,10917,5781
9834,10922,5778
9835,10928,5777
9836,10923,5778
9837,10927,5781
9838,10935,5785
9839,10938,5782
9840,10941,5777
9841,10943,5773
9842,10950,5775
9843,10950,5775
9844,10947,5778
9845,10951,5782
9846,10950,5779
9847,10953,5775
9848,10947,5772
9849,10942,5777
9850,10936,5772
9851,10934,5771
9852,10942,5769
9853,10937,5767
9854,10942,5764
9855,10945,5770
9856,10940,5769
9857,10938,5771
9858,10937,5768
9859,10935,5766
9860,10930,5764
9861,10925,5764
9862,10927,5770
9863,10928,5771
9864,10932,5773
9865,10938,5773
9866,10936,5779
9867,10942,5782
9868,10946,5777
9869,10953,5780
9870,10959,5779
9871,10964,5779
9872,10967,5783
9873,10962,5786
9874,10964,5783
9875,10958,5787
9876,10959,5786
9877,10964,5792
9878,10969,5792
9879,10967,5787
9880,10966,5786
9881,10965,5787
9882,10972,5789
9883,10970,5790
9884,10975,5792
9885,10983,5787
9886,10987,5786
9887,10994,5790
9888,10990,5787
9889,10988,5793
9890,10986,5796
9891,10990,5802
9892,10997,5801
9893,11001,5806
9894,11008,5808
9895,11002,5806
9896,10999,5808
9897,10999,5812
9898,10997,5813
9899,11000,5813
9900,11002,5809
9901,11004,5810
9902,11010,5806
9903,11011,5811
9904,11008,5807
9905,11012,5810
9906,11016,5810
9907,11015,5805
9908,11023,5805
9909,11022,5800
9910,11022,5802
9911,11022,5802
9912,11029,5803
9913,11027,5798
9914,11030,5802
9915,11028,5800
9916,11028,5799
9917,11024,5799
9918,11031,5802
9919,11039,5807
9920,11034,5809
9921,11038,5811
9922,11033,5809
9923,11041,5815
9924,11042,5819
9925,11045,5823
9926,11042,5827
9927,11041,5830
9928,11042,5833
9929,11047,5834
9930,11044,5830
9931,11044,5832
9932,11039,5835
9933,11038,5837
9934,11033,5838
9935,11038,5835
9936,11044,5833
9937,11039,5831
9938,11033,5829
9939,11030,5830
9940,11025,5832
9941,11028,5838
9942,11033,5835
9943,11029,5835
9944,11026,5832
9945,11028,5830
9946,11026,5833
9947,11026,5835
9948,11029,5833
9949,11036,5838
9950,11030,5841
9951,11038,5837
9952,11043,5836
9953,11048,5833
9954,11046,5834
9955,11046,5833
9956,11044,5837
9957,11052,5842
9958,11047,5838
9959,11048,5837
9960,11055,5840
9961,11055,5843
9962,11061,5848
9963,11068,5849
9964,11065,5850
9965,11065,5855
9966,11063,5851
9967,11057,5855
9968,11064,5855
9969,11059,5850
9970,11066,5853
9971,11061,5856
9972,11067,5861
9973,11067,5864
9974,11075,5865
9975,11082,5863
9976,11081,5862
9977,11087,5865
9978,11091,5864
9979,11085,5865
9980,11085,5863
9981,11093,5863
9982,11088,5867
9983,11093,5864
9984,11100,5863
9985,11098,5864
9986,11095,5864
9987,11092,5861
9988,11093,5864
9989,11096,5865
9990,11090,5865
9991,11091,5862
9992,11095,5863
9993,11089,5865
9994,11087,5866
9995,11091,5861
9996,11095,5863
9997,11094,5865
9998,11098,5862
9999,11096,5868
10000,11097,5870
10001,11101,5873
10002,11096,5871
10003,11093,5877
10004,11095,5883
10005,11103,5887
10006,11103,5892
10007,11102,5896
10008,11104,5898
10009,11104,5903
10010,11103,5905
10011,11101,5906
10012,11103,5903
10013,11098,5900
10014,11100,5900
10015,11106,5895
10016,11103,5898
10017,11098,5897
10018,11103,5897
10019,11109,5895
10020,11107,5897
10021,11112,5900
10022,11120,5902
10023,11123,5905
10024,11129,5906
10025,11134,5901
10026,11132,5907
10027,11135,5907
10028,11143,5911
10029,11142,5916
10030,11143,5915
10031,11139,5917
10032,11140,5916
10033,11142,5913
10034,11148,5919
10035,11152,5919
10036,11147,5916
10037,11149,5921
10038,11146,5920
10039,11147,5921
10040,11145,5919
10041,11145,5916
10042,11147,5911
10043,11150,5911
10044,11153,5917
10045,11158,5912
10046,11163,5911
10047,11168,5914
10048,11162,5916
10049,11170,5915
10050,11176,5921
10051,11172,5918
10052,11174,5917
10053,11178,5920
10054,11183,5925
10055,11181,5924
10056,11184,5924
10057,11182,5924
10058,11187,5927
10059,11193,5926
10060,11192,5928
10061,11193,5925
10062,11189,5922
10063,11195,5926
10064,11196,5929
10065,11193,5928
10066,11193,5930
10067,11194,5926
10068,11188,5928
10069,11183,5925
10070,11179,5923
10071,11177,5929
10072,11178,5932
10073,11179,5931
10074,11184,5928
10075,11182,5934
10076,11187,5929
10077,11189,5930
10078,11194,5925
10079,11192,5921
10080,11199,5923
10081,11195,5925
10082,11203,5920
10083,11201,5923
10084,11208,5918
10085,11202,5913
10086,11204,5916
10087,11204,5912
10088,11205,5911
10089,11206,5912
10090,11200,5917
10091,11204,5915
10092,11200,5919
10093,11207,5923
10094,11203,5922
10095,11204,5918
10096,11206,5913
10097,11212,5919
10098,11211,5921
10099,11215,5923
10100,11220,5925
10101,11215,5921
10102,11221,5925
10103,11220,5926
10104,11222,5929
10105,11218,5931
10106,11223,5931
10107,11224,5930
10108,11223,5936
10109,11220,5942
10110,11216,5947
10111,11215,5943
10112,11220,5938
10113,11216,5939
10114,11215,5934
10115,11215,5938
10116,11221,5942
10117,11222,5947
10118,11227,5943
10119,11230,5941
10120,11226,5939
10121,11234,5936
10122,11238,5936
10123,11232,5938
10124,11239,5935
10125,11247,5934
10126,11250,5930
10127,11254,5933
10128,11248,5929
10129,11247,5926
10130,11245,5922
10131,11250,5927
10132,11250,5932
10133,11255,5938
10134,11249,5933
10135,11256,5933
10136,11253,5929
10137,11259,5931
10138,11253,5936
10139,11250,5941
10140,11244,5936
10141,11248,5939
10142,11255,5938
10143,11253,5935
10144,11257,5937
10145,11265,5933
10146,11260,5933
10147,11257,5932
10148,11252,5932
10149,11251,5931
10150,11245,5926
10151,11250,5932
10152,11249,5934
10153,11251,5933
10154,11252,5938
10155,11251,5943
10156,11248,5945
10157,11243,5945
10158,11251,5945
10159,11251,5946
10160,11246,5947
10161,11247,5945
10162,11245,5941
10163,11251,5939
10164,11249,5941
10165,11247,5942
10166,11243,5937
10167,11244,5932
10168,11245,5929
10169,11243,5928
10170,11246,5924
10171,11243,5929
10172,11242,5931
10173,11250,5932
10174,11258,5936
10175,11265,5933
10176,11273,5937
10177,11271,5940
10178,11271,5935
10179,11274,5941
10180,11276,5936
10181,11281,5939
10182,11277,5940
10183,11283,5935
10184,11289,5934
10185,11294,5933
10186,11288,5929
10187,11295,5927
10188,11293,5922
10189,11301,5922
10190,11302,5923
10191,11298,5921
10192,11292,5922
10193,11291,5918
10194,11298,5923
10195,11302,5927
10196,11299,5922
10197,11300,5924
10198,11305,5930
10199,11311,5932
10200,11310,5929
10201,11315,5927
10202,11309,5932
10203,11313,5932
10204,11314,5938
10205,11314,5934
10206,11310,5932
10207,11312,5932
10208,11307,5927
10209,11313,5925
10210,11320,5922
10211,11314,5918
10212,11322,5924
10213,11330,5921
10214,11329,5916
10215,11337,5914
10216,11342,5918
10217,11342,5919
10218,11338,5915
10219,11336,5913
10220,11331,5908
10221,11326,5903
10222,11327,5899
10223,11330,5900
10224,11325,5899
10225,11330,5902
10226,11329,5908
10227,11333,5914
10228,11329,5911
10229,11324,5907
10230,11322,5908
10231,11322,5908
10232,11319,5906
10233,11315,5910
10234,11315,5908
10235,11318,5903
10236,11320,5906
10237,11315,5908
10238,11315,5904
10239,11322,5901
10240,11323,5903
10241,11319,5908
10242,11321,5911
10243,11329,5910
10244,11323,5906
10245,11320,5911
10246,11317,5910
10247,11325,5907
10248,11325,5902
10249,11328,5907
10250,11329,5912
10251,11331,5907
10252,11339,5911
10253,11343,5917
10254,11338,5915
10255,11334,5921
10256,11331,5926
10257,11332,5932
10258,11334,5936
10259,11334,5934
10260,11337,5939
10261,11342,5938
10262,11338,5939
10263,11332,5939
10264,11332,5944
10265,11333,5944
10266,11339,5942
10267,11336,5947
10268,11335,5951
10269,11336,5954
10270,11344,5950
10271,11346,5947
10272,11351,5943
10273,11359,5941
10274,11367,5940
10275,11367,5944
10276,11362,5948
10277,11370,5951
10278,11378,5948
10279,11385,5949
10280,11392,5951
10281,11386,5947
10282,11387,5951
10283,11392,5949
10284,11386,5949
10285,11386,5949
10286,11392,5948
10287,11396,5947
10288,11394,5952
10289,11392,5948
10290,11399,5951
10291,11398,5950
10292,11400,5949
10293,11399,5945
10294,11406,5943
10295,11411,5948
10296,11414,5953
10297,11422,5959
10298,11423,5957
10299,11429,5952
10300,11435,5951
10301,11443,5950
10302,11442,5950
10303,11448,5954
10304,11446,5954
10305,11450,5955
10306,11455,5959
10307,11459,5965
10308,11455,5966
10309,11450,5967
10310,11453,5963
10311,11457,5962
10312,11461,5958
10313,11459,5953
10314,11460,5956
10315,11467,5959
10316,11473,5960
10317,11467,5955
10318,11473,5953
10319,11481,5950
10320,11477,5950
10321,11484,5953
10322,11486,5958
10323,11481,5956
10324,11481,5961
10325,11489,5958
10326,11488,5964
10327,11486,5965
10328,11482,5971
10329,11489,5976
10330,11486,5982
10331,11489,5982
10332,11494,5982
10333,11489,5982
10334,11489,5986
10335,11490,5982
10336,11497,5980
10337,11497,5975
10338,11491,5970
10339,11486,5966
10340,11484,5964
10341,11478,5968
10342,11484,5970
10343,11481,5976
10344,11476,5982
10345,11484,5985
10346,11492,5986
10347,11497,5989
10348,11491,5986
10349,11491,5984
10350,11492,5982
10351,11499,5987
10352,11498,5989
10353,11496,5991
10354,11499,5997
10355,11496,5993
10356,11493,5994
10357,11489,6000
10358,11485,6003
10359,11493,6004
10360,11487,6000
10361,11482,5996
10362,11488,6000
10363,11484,5999
10364,11480,5995
10365,11488,5995
10366,11484,5997
10367,11490,5993
10368,11486,5996
10369,11484,5995
10370,11484,5994
10371,11487,5991
10372,11489,5989
10373,11486,5989
10374,11481,5985
10375,11487,5987
10376,11489,5992
10377,11490,5990
10378,11487,5995
10379,11491,5994
10380,11491,5995
10381,11494,6001
10382,11493,6002
10383,11498,6007
10384,11492,6005
10385,11492,6008
10386,11487,6011
10387,11493,6015
10388,11488,6015
10389,11483,6019
10390,11489,6016
10391,11496,6021
10392,11502,6023
10393,11499,6018
10394,11494,6022
10395,11500,6017
10396,11498,6018
10397,11502,6017
10398,11502,6018
10399,11497,6017
10400,11495,6013
10401,11493,6019
10402,11501,6025
10403,11498,6026
10404,11499,6029
10405,11500,6024
10406,11498,6020
10407,11494,6018
10408,11500,6020
10409,11496,6025
10410,11501,6029
10411,11507,6025
10412,11513,6020
10413,11507,6024
10414,11507,6022
10415,11504,6027
10416,11512,6033
10417,11515,6035
10418,11513,6037
10419,11517,6036
10420,11513,6034
10421,11521,6038
10422,11525,6039
10423,11529,6037
10424,11535,6043
10425,11537,6046
10426,11545,6049
10427,11541,6050
10428,11545,6047
10429,11544,6044
10430,11547,6041
10431,11552,6037
10432,11550,6041
10433,11549,6037
10434,11550,6032
10435,11549,6032
10436,11547,6036
10437,11541,6032
10438,11549,6030
10439,11548,6035
10440,11544,6041
10441,11543,6038
10442,11551,6034
10443,11551,6036
10444,11558,6033
10445,11563,6033
10446,11570,6038
10447,11568,6035
10448,11570,6031
10449,11577,6029
10450,11579,6031
10451,11581,6030
10452,11581,6034
10453,11581,6038
10454,11575,6036
10455,11576,6037
10456,11571,6032
10457,11571,6030
10458,11570,6035
10459,11566,6039
10460,11568,6043
10461,11563,6041
10462,11570,6040
10463,11576,6038
10464,11580,6034
10465,11577,6037
10466,11585,6034
10467,11582,6033
10468,11579,6032
10469,11581,6038
10470,11578,6042
10471,11576,6045
10472,11583,6051
10473,11591,6048
10474,11590,6046
10475,11592,6041
10476,11597,6038
10477,11593,6042
10478,11593,6044
10479,11595,6050
10480,11597,6051
10481,11601,6057
10482,11603,6054
10483,11610,6057
10484,11611,6055
10485,11611,6058
10486,11610,6061
10487,11617,6064
10488,11620,6061
10489,11628,6058
10490,11622,6058
10491,11629,6058
10492,11632,6059
10493,11634,6059
10494,11640,6057
10495,11647,6055
10496,11655,6059
10497,11662,6060
10498,11664,6056
10499,11658,6054
10500,11662,6057
10501,11661,6061
10502,11664,6065
10503,11671,6060
10504,11665,6058
10505,11660,6056
10506,11655,6059
10507,11649,6062
10508,11646,6065
10509,11646,6071
10510,11650,6068
10511,11649,6073
10512,11654,6078
10513,11660,6081
10514,11667,6082
10515,11665,6080
10516,11660,6081
10517,11660,6080
10518,11668,6084
10519,11666,6087
10520,11661,6092
10521,11658,6089
10522,11661,6093
10523,11667,6090
10524,11663,6088
10525,11660,6089
10526,11657,6090
10527,11660,6091
10528,11664,6089
10529,11662,6092
10530,11661,6094
10531,11655,6100
10532,11651,6106
10533,11656,6112
10534,11658,6108
10535,11659,6105
10536,11659,6103
10537,11663,6098
10538,11668,6098
10539,11664,6104
10540,11663,6102
10541,11658,6097
10542,11652,6094
10543,11649,6095
10544,11644,6098
10545,11649,6098
10546,11655,6104
10547,11651,6108
10548,11647,6107
10549,11651,6105
10550,11652,6103
10551,11649,6098
10552,11650,6094
10553,11645,6098
10554,11641,6102
10555,11645,6104
10556,11639,6102
10557,11634,6108
10558,11628,6106
10559,11632,6105
10560,11627,6100
10561,11624,6105
10562,11631,6103
10563,11636,6107
10564,11642,6102
10565,11637,6108
10566,11638,6113
10567,11645,6115
10568,11652,6117
10569,11660,6119
10570,11668,6115
10571,11665,6111
10572,11668,6116
10573,11676,6119
10574,11673,6121
10575,11677,6122
10576,11683,6123
10577,11685,6120
10578,11690,6116
10579,11685,6111
10580,11685,6112
10581,11688,6117
10582,11691,6116
10583,11688,6120
10584,11683,6118
10585,11680,6124
10586,11674,6129
10587,11681,6131
10588,11679,6136
10589,11683,6142
10590,11691,6138
10591,11693,6138
10592,11688,6136
10593,11687,6132
10594,11691,6128
10595,11694,6130
10596,11698,6128
10597,11705,6131
10598,11712,6137
10599,11717,6136
10600,11722,6133
10601,11727,6131
10602,11721,6127
10603,11716,6131
10604,11717,6136
10605,11716,6142
10606,11711,6138
10607,11705,6134
10608,11699,6129
10609,11697,6133
10610,11696,6134
10611,11695,6138
10612,11693,6141
10613,11699,6141
10614,11701,6139
10615,11706,6140
10616,11710,6144
10617,11706,6146
10618,11712,6151
10619,11710,6154
10620,11706,6152
10621,11711,6158
10622,11713,6161
10623,11715,6158
10624,11720,6154
10625,11728,6159
10626,11726,6162
10627,11727,6157
10628,11725,6162
10629,11728,6161
10630,11725,6156
10631,11726,6161
10632,11731,6158
10633,11738,6156
10634,11741,6151
10635,11737,6151
10636,11738,6153
10637,11734,6148
10638,11731,6147
10639,11730,6143
10640,11729,6141
10641,11729,6145
10642,11728,6143
10643,11736,6145
10644,11737,6145
10645,11739,6142
10646,11739,6148
10647,11740,6147
10648,11742,6145
10649,11737,6143
10650,11744,6145
10651,11745,6143
10652,11753,6142
10653,11755,6139
10654,11759,6143
10655,11767,6143
10656,11767,6144
10657,11773,6139
10658,11772,6134
10659,11770,6139
10660,11764,6138
10661,11759,6137
10662,11757,6136
10663,11760,6137
10664,11764,6138
10665,11766,6141
10666,11766,6145
10667,11770,6141
10668,11766,6137
10669,11763,6134
10670,11771,6139
10671,11777,6145
10672,11784,6148
10673,11778,6152
10674,11775,6150
10675,11783,6154
10676,11789,6153
10677,11783,6157
10678,11785,6158
10679,11787,6162
10680,11792,6166
10681,11792,6167
10682,11798,6164
10683,11801,6163
10684,11798,6164
10685,11798,6162
10686,11801,6158
10687,11803,6154
10688,11799,6155
10689,11794,6151
10690,11796,6154
10691,11795,6160
10692,11794,6162
10693,11797,6162
10694,11805,6163
10695,11804,6160
10696,11803,6163
10697,11804,6163
